{'num': 1, 'origin_lang': '&', 'pronun_list': '앤드'},
{'num': 7814, 'origin_lang': 'austenite', 'pronun_list': '오스테나이트'},
{'num': 7815, 'origin_lang': 'australis', 'pronun_list': '오스트랄리스'},
{'num': 7816, 'origin_lang': 'autacoid', 'pronun_list': '오타코이드'},
{'num': 7817, 'origin_lang': 'authentic', 'pronun_list': '오센틱'},
{'num': 7818, 'origin_lang': 'authoring', 'pronun_list': '오서링'},
{'num': 7819, 'origin_lang': 'authoring', 'pronun_list': '오소링'},
{'num': 7820, 'origin_lang': 'authority', 'pronun_list': '오소리티'},
{'num': 7821, 'origin_lang': 'auto', 'pronun_list': '오토'},
{'num': 7822, 'origin_lang': 'autoassembler', 'pronun_list': '오토어셈블러'},
{'num': 7823, 'origin_lang': 'autoclave', 'pronun_list': '오토클레이브'},
{'num': 7824, 'origin_lang': 'autocoder', 'pronun_list': '오토코더'},
{'num': 7825, 'origin_lang': 'autocoid', 'pronun_list': '오토코이드'},
{'num': 7826, 'origin_lang': 'autocracy', 'pronun_list': '오토크러시'},
{'num': 7827, 'origin_lang': 'autocycler', 'pronun_list': '오토사이클러'},
{'num': 7828, 'origin_lang': 'autodyne', 'pronun_list': '오토다인'},
{'num': 7829, 'origin_lang': 'autogamy', 'pronun_list': '오토가미'},
{'num': 7830, 'origin_lang': 'autogenic', 'pronun_list': '오토제닉'},
{'num': 7831, 'origin_lang': 'autograph', 'pronun_list': '오토그래프'},
{'num': 7832, 'origin_lang': 'autogyro', 'pronun_list': '오토자이로'},
{'num': 7833, 'origin_lang': 'autoharp', 'pronun_list': '오토하프'},
{'num': 7834, 'origin_lang': 'automat', 'pronun_list': '오토맷'},
{'num': 7835, 'origin_lang': 'automata', 'pronun_list': '오토마타'},
{'num': 7836, 'origin_lang': 'automatic', 'pronun_list': '오토'},
{'num': 7837, 'origin_lang': 'automatic', 'pronun_list': '오토매틱'},
{'num': 7838, 'origin_lang': 'automation', 'pronun_list': '오토메이션'},
{'num': 7839, 'origin_lang': 'automatism', 'pronun_list': '오토마티즘'},
{'num': 7840, 'origin_lang': 'automaton', 'pronun_list': '오토마톤'},
{'num': 7841, 'origin_lang': 'automaton', 'pronun_list': '오토메톤'},
{'num': 7842, 'origin_lang': 'automobile', 'pronun_list': '오토모빌'},
{'num': 7843, 'origin_lang': 'automotive', 'pronun_list': '오토모티브'},
{'num': 7844, 'origin_lang': 'autonomia', 'pronun_list': '아우토노미아'},
{'num': 7845, 'origin_lang': 'autopiler', 'pronun_list': '오토파일러'},
{'num': 7846, 'origin_lang': 'autopilot', 'pronun_list': '오토파일럿'},
{'num': 7847, 'origin_lang': 'autopolling', 'pronun_list': '오토폴링'},
{'num': 7848, 'origin_lang': 'autoradiograph', 'pronun_list': '오토라디오그래프'},
{'num': 7849, 'origin_lang': 'autoradiography', 'pronun_list': '오토라디오그래피'},
{'num': 7850, 'origin_lang': 'autosave', 'pronun_list': '오토세이브'},
{'num': 7851, 'origin_lang': 'autotune', 'pronun_list': '오토튠'},
{'num': 7852, 'origin_lang': 'autumn', 'pronun_list': '어텀'},
{'num': 7853, 'origin_lang': 'autumn', 'pronun_list': '오텀'},
{'num': 7854, 'origin_lang': 'autunite', 'pronun_list': '오터나이트'},
{'num': 7855, 'origin_lang': 'aux', 'pronun_list': '옥스'},
{'num': 7856, 'origin_lang': 'auxanography', 'pronun_list': '옥사노그래피'},
{'num': 7857, 'origin_lang': 'auxiliary', 'pronun_list': '어그지리어리'},
{'num': 7858, 'origin_lang': 'auxin', 'pronun_list': '오옥신'},
{'num': 7859, 'origin_lang': 'auxin', 'pronun_list': '옥신'},
{'num': 7860, 'origin_lang': 'av', 'pronun_list': '에이브이'},
{'num': 7861, 'origin_lang': 'availability', 'pronun_list': '어베일러빌리티'},
{'num': 7862, 'origin_lang': 'available', 'pronun_list': '어베일러블'},
{'num': 7863, 'origin_lang': 'aval', 'pronun_list': '아발'},
{'num': 7864, 'origin_lang': 'avalanche', 'pronun_list': '아발란체'},
{'num': 7865, 'origin_lang': 'avalanche', 'pronun_list': '애벌란시'},
{'num': 7866, 'origin_lang': 'avalanche', 'pronun_list': '애벌란치'},
{'num': 7867, 'origin_lang': 'avalanche', 'pronun_list': '애벌린치'},
{'num': 7868, 'origin_lang': 'avalanche', 'pronun_list': '애벌랜치'},
{'num': 7869, 'origin_lang': 'avatar', 'pronun_list': '아바타'},
{'num': 7870, 'origin_lang': 'avenalin', 'pronun_list': '아베날린'},
{'num': 7871, 'origin_lang': 'avenasterol', 'pronun_list': '아베나스테롤'},
{'num': 7872, 'origin_lang': 'average', 'pronun_list': '애버리지'},
{'num': 7873, 'origin_lang': 'average', 'pronun_list': '에버리지'},
{'num': 7874, 'origin_lang': 'averaging', 'pronun_list': '애버리징'},
{'num': 7875, 'origin_lang': 'averaging', 'pronun_list': '에버리징'},
{'num': 7876, 'origin_lang': 'avermatin', 'pronun_list': '아버매틴'},
{'num': 7877, 'origin_lang': 'avermectin', 'pronun_list': '아베르멕틴'},
{'num': 7878, 'origin_lang': 'averter', 'pronun_list': '어버터'},
{'num': 7879, 'origin_lang': 'aviator', 'pronun_list': '에이비에이터'},
{'num': 7880, 'origin_lang': 'avidin', 'pronun_list': '아비딘'},
{'num': 7881, 'origin_lang': 'avitriptan', 'pronun_list': '아비트립탄'},
{'num': 7882, 'origin_lang': 'avium', 'pronun_list': '아비움'},
{'num': 7883, 'origin_lang': 'avocado', 'pronun_list': '아보카도'},
{'num': 7884, 'origin_lang': 'avocation', 'pronun_list': '애보케이션'},
{'num': 7885, 'origin_lang': 'avogram', 'pronun_list': '아보그램'},
{'num': 7886, 'origin_lang': 'avoid', 'pronun_list': '어보이드'},
{'num': 7887, 'origin_lang': 'avoiding', 'pronun_list': '어보이딩'},
{'num': 7888, 'origin_lang': 'awake', 'pronun_list': '어웨이크'},
{'num': 7889, 'origin_lang': 'awakening', 'pronun_list': '어웨이크닝'},
{'num': 7890, 'origin_lang': 'awakes', 'pronun_list': '어웨이크스'},
{'num': 7891, 'origin_lang': 'award', 'pronun_list': '어워드'},
{'num': 7892, 'origin_lang': 'awards', 'pronun_list': '어워즈'},
{'num': 7893, 'origin_lang': 'aware', 'pronun_list': '어웨어'},
{'num': 7894, 'origin_lang': 'awareness', 'pronun_list': '어웨이니스'},
{'num': 7895, 'origin_lang': 'away', 'pronun_list': '어웨이'},
{'num': 7896, 'origin_lang': 'awning', 'pronun_list': '오닝'},
{'num': 7897, 'origin_lang': 'axe', 'pronun_list': '액스'},
{'num': 7898, 'origin_lang': 'axe', 'pronun_list': '엑스'},
{'num': 7899, 'origin_lang': 'axerophthol', 'pronun_list': '악세로프톨'},
{'num': 7900, 'origin_lang': 'axetil', 'pronun_list': '아제틸'},
{'num': 7901, 'origin_lang': 'axetil', 'pronun_list': '악세틸'},
{'num': 7902, 'origin_lang': 'axial', 'pronun_list': '액시얼'},
{'num': 7903, 'origin_lang': 'axino', 'pronun_list': '엑시노'},
{'num': 7904, 'origin_lang': 'axion', 'pronun_list': '엑시온'},
{'num': 7905, 'origin_lang': 'axis', 'pronun_list': '액시스'},
{'num': 7906, 'origin_lang': 'axolotl', 'pronun_list': '아홀로틀'},
{'num': 7907, 'origin_lang': 'axonometric', 'pronun_list': '엑소노메트릭'},
{'num': 7908, 'origin_lang': 'aye', 'pronun_list': '아이'},
{'num': 7909, 'origin_lang': 'azabicyclane', 'pronun_list': '아자비사이클란'},
{'num': 7910, 'origin_lang': 'azadirachtin', 'pronun_list': '아자디라크틴'},
{'num': 7911, 'origin_lang': 'azaguanine', 'pronun_list': '아자구아닌'},
{'num': 7912, 'origin_lang': 'azalea', 'pronun_list': '아젤리아'},
{'num': 7913, 'origin_lang': 'azalea', 'pronun_list': '어제일리어'},
{'num': 7914, 'origin_lang': 'azaperone', 'pronun_list': '아자페론'},
{'num': 7915, 'origin_lang': 'azapropazone', 'pronun_list': '아자프로파존'},
{'num': 7916, 'origin_lang': 'azar', 'pronun_list': '아자르'},
{'num': 7917, 'origin_lang': 'azar', 'pronun_list': '아잘'},
{'num': 7918, 'origin_lang': 'azaserine', 'pronun_list': '아자세린'},
{'num': 7919, 'origin_lang': 'azatadine', 'pronun_list': '아자타딘'},
{'num': 7920, 'origin_lang': 'azathioprine', 'pronun_list': '아자치오프린'},
{'num': 7921, 'origin_lang': 'azathioprine', 'pronun_list': '아자티오프린'},
{'num': 7922, 'origin_lang': 'azauracil', 'pronun_list': '아자우라실'},
{'num': 7923, 'origin_lang': 'azerty', 'pronun_list': '애저티'},
{'num': 7924, 'origin_lang': 'azide', 'pronun_list': '아자이드'},
{'num': 7925, 'origin_lang': 'azide', 'pronun_list': '아지드'},
{'num': 7926, 'origin_lang': 'azilsartan', 'pronun_list': '아질사르탄'},
{'num': 7927, 'origin_lang': 'azine', 'pronun_list': '아진'},
{'num': 7928, 'origin_lang': 'azinphosmethyl', 'pronun_list': '아진포스메틸'},
{'num': 7929, 'origin_lang': 'aziridine', 'pronun_list': '아지리딘'},
{'num': 7930, 'origin_lang': 'azithromycin', 'pronun_list': '아지트로마이신'},
{'num': 7931, 'origin_lang': 'azlon', 'pronun_list': '아즐론'},
{'num': 7932, 'origin_lang': 'azobenzene', 'pronun_list': '아조벤젠'},
{'num': 7933, 'origin_lang': 'azocyclotin', 'pronun_list': '아조시클로틴'},
{'num': 7934, 'origin_lang': 'azol', 'pronun_list': '아졸'},
{'num': 7935, 'origin_lang': 'azotobacter', 'pronun_list': '아조토박터'},
{'num': 7936, 'origin_lang': 'azotometer', 'pronun_list': '아조토미터'},
{'num': 7937, 'origin_lang': 'azotometry', 'pronun_list': '아조토메트리'},
{'num': 7938, 'origin_lang': 'azure', 'pronun_list': '아주르'},
{'num': 7939, 'origin_lang': 'azuresin', 'pronun_list': '아주레신'},
{'num': 7940, 'origin_lang': 'ba', 'pronun_list': '바'},
{'num': 7941, 'origin_lang': 'babble', 'pronun_list': '배블'},
{'num': 7942, 'origin_lang': 'babesia', 'pronun_list': '바베시아'},
{'num': 7943, 'origin_lang': 'babet', 'pronun_list': '바벳'},
{'num': 7944, 'origin_lang': 'babiana', 'pronun_list': '바비아나'},
{'num': 7945, 'origin_lang': 'babirusa', 'pronun_list': '바비루사'},
{'num': 7946, 'origin_lang': 'baby', 'pronun_list': '베이비'},
{'num': 7947, 'origin_lang': 'babysitter', 'pronun_list': '베이비시터'},
{'num': 7948, 'origin_lang': 'bachata', 'pronun_list': '바차타'},
{'num': 7949, 'origin_lang': 'bachelors', 'pronun_list': '배처러스'},
{'num': 7950, 'origin_lang': 'bacillin', 'pronun_list': '바실린'},
{'num': 7951, 'origin_lang': 'bacillus', 'pronun_list': '바실러스'},
{'num': 7952, 'origin_lang': 'bacillus', 'pronun_list': '바실루스'},
{'num': 7953, 'origin_lang': 'bacitracin', 'pronun_list': '바시트라신'},
{'num': 7954, 'origin_lang': 'back', 'pronun_list': '백'},
{'num': 7955, 'origin_lang': 'backbeat', 'pronun_list': '백비트'},
{'num': 7956, 'origin_lang': 'backboard', 'pronun_list': '백보드'},
{'num': 7957, 'origin_lang': 'backboards', 'pronun_list': '백보즈'},
{'num': 7958, 'origin_lang': 'backbone', 'pronun_list': '백본'},
{'num': 7959, 'origin_lang': 'backcomb', 'pronun_list': '백콤'},
{'num': 7960, 'origin_lang': 'backcourt', 'pronun_list': '백코트'},
{'num': 7961, 'origin_lang': 'backdoor', 'pronun_list': '백도어'},
{'num': 7962, 'origin_lang': 'backfill', 'pronun_list': '백필'},
{'num': 7963, 'origin_lang': 'backfire', 'pronun_list': '백파이어'},
{'num': 7964, 'origin_lang': 'backflush', 'pronun_list': '백플러시'},
{'num': 7965, 'origin_lang': 'backflushing', 'pronun_list': '백플러싱'},
{'num': 7966, 'origin_lang': 'backgammon', 'pronun_list': '백개먼'},
{'num': 7967, 'origin_lang': 'background', 'pronun_list': '백그라운드'},
{'num': 7968, 'origin_lang': 'backhand', 'pronun_list': '백핸드'},
{'num': 7969, 'origin_lang': 'backhoe', 'pronun_list': '백호'},
{'num': 7970, 'origin_lang': 'backing', 'pronun_list': '배킹'},
{'num': 7971, 'origin_lang': 'backing', 'pronun_list': '백킹'},
{'num': 7972, 'origin_lang': 'backlash', 'pronun_list': '백래시'},
{'num': 7973, 'origin_lang': 'backless', 'pronun_list': '배클리스'},
{'num': 7974, 'origin_lang': 'backless', 'pronun_list': '백리스'},
{'num': 7975, 'origin_lang': 'backlight', 'pronun_list': '백라이트'},
{'num': 7976, 'origin_lang': 'backlog', 'pronun_list': '백로그'},
{'num': 7977, 'origin_lang': 'backoff', 'pronun_list': '백오프'},
{'num': 7978, 'origin_lang': 'backpack', 'pronun_list': '백팩'},
{'num': 7979, 'origin_lang': 'backpacker', 'pronun_list': '백패커'},
{'num': 7980, 'origin_lang': 'backpacker', 'pronun_list': '백팩커'},
{'num': 7981, 'origin_lang': 'backpacking', 'pronun_list': '백패킹'},
{'num': 7982, 'origin_lang': 'backpacking', 'pronun_list': '백팩킹'},
{'num': 7983, 'origin_lang': 'backplane', 'pronun_list': '백플래인'},
{'num': 7984, 'origin_lang': 'backplane', 'pronun_list': '백플레인'},
{'num': 7985, 'origin_lang': 'backpropagation', 'pronun_list': '백프로퍼케이션'},
{'num': 7986, 'origin_lang': 'backs', 'pronun_list': '백스'},
{'num': 7987, 'origin_lang': 'backspace', 'pronun_list': '백스페이스'},
{'num': 7988, 'origin_lang': 'backstage', 'pronun_list': '백스테이지'},
{'num': 7989, 'origin_lang': 'backstop', 'pronun_list': '백스톱'},
{'num': 7990, 'origin_lang': 'backstretch', 'pronun_list': '백스트레치'},
{'num': 7991, 'origin_lang': 'backstroke', 'pronun_list': '백스트로크'},
{'num': 7992, 'origin_lang': 'backswing', 'pronun_list': '백스윙'},
{'num': 7993, 'origin_lang': 'backup', 'pronun_list': '백업'},
{'num': 7994, 'origin_lang': 'backward', 'pronun_list': '백워드'},
{'num': 7995, 'origin_lang': 'backwardation', 'pronun_list': '백워데이션'},
{'num': 7996, 'origin_lang': 'backword', 'pronun_list': '백워드'},
{'num': 7997, 'origin_lang': 'backyard', 'pronun_list': '백야드'},
{'num': 7998, 'origin_lang': 'baclofen', 'pronun_list': '바크로펜'},
{'num': 7999, 'origin_lang': 'baclofen', 'pronun_list': '바클로펜'},
{'num': 8000, 'origin_lang': 'bacon', 'pronun_list': '베이컨'},
{'num': 8001, 'origin_lang': 'bacteria', 'pronun_list': '박테리아'},
{'num': 8002, 'origin_lang': 'bactericidin', 'pronun_list': '박테리시딘'},
{'num': 8003, 'origin_lang': 'bacterin', 'pronun_list': '박테린'},
{'num': 8004, 'origin_lang': 'bacteriochlorophyll', 'pronun_list': '박테리오클로로필'},
{'num': 8005, 'origin_lang': 'bacteriophage', 'pronun_list': '박테리오파지'},
{'num': 8006, 'origin_lang': 'bacterioplasmin', 'pronun_list': '박테리오플라스민'},
{'num': 8007, 'origin_lang': 'bacteriorhodopsin', 'pronun_list': '박테리오로돕신'},
{'num': 8008, 'origin_lang': 'bacteroid', 'pronun_list': '박테로이드'},
{'num': 8009, 'origin_lang': 'bactoprenol', 'pronun_list': '박토프레놀'},
{'num': 8010, 'origin_lang': 'baculovirus', 'pronun_list': '바큐로바이러스'},
{'num': 8011, 'origin_lang': 'baculovirus', 'pronun_list': '바큘로바이러스'},
{'num': 8012, 'origin_lang': 'bad', 'pronun_list': '배드'},
{'num': 8013, 'origin_lang': 'badbeing', 'pronun_list': '배드빙'},
{'num': 8014, 'origin_lang': 'badge', 'pronun_list': '배지'},
{'num': 8015, 'origin_lang': 'badge', 'pronun_list': '뱃지'},
{'num': 8016, 'origin_lang': 'badge', 'pronun_list': '뺏지'},
{'num': 8017, 'origin_lang': 'badlands', 'pronun_list': '배드랜드'},
{'num': 8018, 'origin_lang': 'badminton', 'pronun_list': '배드민턴'},
{'num': 8019, 'origin_lang': 'baffl', 'pronun_list': '배플'},
{'num': 8020, 'origin_lang': 'baffle', 'pronun_list': '바플'},
{'num': 8021, 'origin_lang': 'baffle', 'pronun_list': '배플'},
{'num': 8022, 'origin_lang': 'baffled', 'pronun_list': '배플드'},
{'num': 8023, 'origin_lang': 'bag', 'pronun_list': '백'},
{'num': 8024, 'origin_lang': 'bagad', 'pronun_list': '바가드'},
{'num': 8025, 'origin_lang': 'bagaholic', 'pronun_list': '배거홀릭'},
{'num': 8026, 'origin_lang': 'bagasse', 'pronun_list': '버개스'},
{'num': 8027, 'origin_lang': 'bagel', 'pronun_list': '베이글'},
{'num': 8028, 'origin_lang': 'baggage', 'pronun_list': '배기지'},
{'num': 8029, 'origin_lang': 'bagger', 'pronun_list': '배거'},
{'num': 8030, 'origin_lang': 'baggy', 'pronun_list': '배기'},
{'num': 8031, 'origin_lang': 'baglamas', 'pronun_list': '바글라마스'},
{'num': 8032, 'origin_lang': 'bagpipe', 'pronun_list': '백파이프'},
{'num': 8033, 'origin_lang': 'bahiagrass', 'pronun_list': '바히아그라스'},
{'num': 8034, 'origin_lang': 'bahiagrass', 'pronun_list': '비히아그라스'},
{'num': 8035, 'origin_lang': 'baht', 'pronun_list': '바트'},
{'num': 8036, 'origin_lang': 'baht', 'pronun_list': '밧'},
{'num': 8037, 'origin_lang': 'baicalin', 'pronun_list': '바이칼린'},
{'num': 8038, 'origin_lang': 'baiera', 'pronun_list': '바이에라'},
{'num': 8039, 'origin_lang': 'bail', 'pronun_list': '베일'},
{'num': 8040, 'origin_lang': 'bailey', 'pronun_list': '베일리'},
{'num': 8041, 'origin_lang': 'baileys', 'pronun_list': '베일리스'},
{'num': 8042, 'origin_lang': 'bailiff', 'pronun_list': '베일리프'},
{'num': 8043, 'origin_lang': 'bailout', 'pronun_list': '베일아웃'},
{'num': 8044, 'origin_lang': 'bainite', 'pronun_list': '베이나이트'},
{'num': 8045, 'origin_lang': 'baize', 'pronun_list': '베이즈'},
{'num': 8046, 'origin_lang': 'bak', 'pronun_list': '바'},
{'num': 8047, 'origin_lang': 'bak', 'pronun_list': '백'},
{'num': 8048, 'origin_lang': 'bake', 'pronun_list': '베이크'},
{'num': 8049, 'origin_lang': 'baked', 'pronun_list': '베이크드'},
{'num': 8050, 'origin_lang': 'baked', 'pronun_list': '베이크트'},
{'num': 8051, 'origin_lang': 'bakelite', 'pronun_list': '베이클라이트'},
{'num': 8052, 'origin_lang': 'bakelite', 'pronun_list': '베클라이트'},
{'num': 8053, 'origin_lang': 'bakery', 'pronun_list': '베이커리'},
{'num': 8054, 'origin_lang': 'baking', 'pronun_list': '베이킹'},
{'num': 8055, 'origin_lang': 'bal', 'pronun_list': '발'},
{'num': 8056, 'origin_lang': 'balaclava', 'pronun_list': '발라클라바'},
{'num': 8057, 'origin_lang': 'balafon', 'pronun_list': '발라폰'},
{'num': 8058, 'origin_lang': 'balafon', 'pronun_list': '밸러폰'},
{'num': 8059, 'origin_lang': 'balalaika', 'pronun_list': '발라라이카'},
{'num': 8060, 'origin_lang': 'balalaika', 'pronun_list': '발랄라이카'},
{'num': 8061, 'origin_lang': 'balance', 'pronun_list': '밸런스'},
{'num': 8062, 'origin_lang': 'balance', 'pronun_list': '발란스'},
{'num': 8063, 'origin_lang': 'balanced', 'pronun_list': '밸런스드'},
{'num': 8064, 'origin_lang': 'balanced', 'pronun_list': '밸런스트'},
{'num': 8065, 'origin_lang': 'balancer', 'pronun_list': '밸런서'},
{'num': 8066, 'origin_lang': 'balancing', 'pronun_list': '밸런싱'},
{'num': 8067, 'origin_lang': 'balata', 'pronun_list': '발라타'},
{'num': 8068, 'origin_lang': 'balausta', 'pronun_list': '발러스타'},
{'num': 8069, 'origin_lang': 'balbo', 'pronun_list': '발보'},
{'num': 8070, 'origin_lang': 'balboa', 'pronun_list': '발보아'},
{'num': 8071, 'origin_lang': 'balbriggan', 'pronun_list': '발브리간'},
{'num': 8072, 'origin_lang': 'balbriggans', 'pronun_list': '발브리간스'},
{'num': 8073, 'origin_lang': 'balbriggans', 'pronun_list': '발브리간즈'},
{'num': 8074, 'origin_lang': 'balconette', 'pronun_list': '발코넷'},
{'num': 8075, 'origin_lang': 'balcony', 'pronun_list': '발코니'},
{'num': 8076, 'origin_lang': 'baldo', 'pronun_list': '발도'},
{'num': 8077, 'origin_lang': 'baldric', 'pronun_list': '볼드릭'},
{'num': 8078, 'origin_lang': 'bale', 'pronun_list': '베일'},
{'num': 8079, 'origin_lang': 'baler', 'pronun_list': '베일러'},
{'num': 8080, 'origin_lang': 'balk', 'pronun_list': '보크'},
{'num': 8081, 'origin_lang': 'balkline', 'pronun_list': '보크라인'},
{'num': 8082, 'origin_lang': 'ball', 'pronun_list': '볼'},
{'num': 8083, 'origin_lang': 'ballad', 'pronun_list': '발라드'},
{'num': 8084, 'origin_lang': 'ballast', 'pronun_list': '밸러스트'},
{'num': 8085, 'origin_lang': 'baller', 'pronun_list': '볼러'},
{'num': 8086, 'origin_lang': 'ballet', 'pronun_list': '발레'},
{'num': 8087, 'origin_lang': 'ballism', 'pronun_list': '발리즘'},
{'num': 8088, 'origin_lang': 'ballistic', 'pronun_list': '벌리스틱'},
{'num': 8089, 'origin_lang': 'balloon', 'pronun_list': '벌룬'},
{'num': 8090, 'origin_lang': 'ballpoint', 'pronun_list': '볼포인트'},
{'num': 8091, 'origin_lang': 'ballroom', 'pronun_list': '볼룸'},
{'num': 8092, 'origin_lang': 'balls', 'pronun_list': '볼'},
{'num': 8093, 'origin_lang': 'balls', 'pronun_list': '볼스'},
{'num': 8094, 'origin_lang': 'balm', 'pronun_list': '밤'},
{'num': 8095, 'origin_lang': 'balmacaan', 'pronun_list': '밸머칸'},
{'num': 8096, 'origin_lang': 'balmoral', 'pronun_list': '밸모럴'},
{'num': 8097, 'origin_lang': 'balsa', 'pronun_list': '발사'},
{'num': 8098, 'origin_lang': 'balsam', 'pronun_list': '발삼'},
{'num': 8099, 'origin_lang': 'balsamic', 'pronun_list': '발사믹'},
{'num': 8100, 'origin_lang': 'baluchitherium', 'pronun_list': '발루키테리움'},
{'num': 8101, 'origin_lang': 'balun', 'pronun_list': '바런'},
{'num': 8102, 'origin_lang': 'balun', 'pronun_list': '밸룬'},
{'num': 8103, 'origin_lang': 'bambuterol', 'pronun_list': '밤부테롤'},
{'num': 8104, 'origin_lang': 'bamifylline', 'pronun_list': '바미필린'},
{'num': 8105, 'origin_lang': 'bamipine', 'pronun_list': '바미핀'},
{'num': 8106, 'origin_lang': 'banadinite', 'pronun_list': '바나디나이트'},
{'num': 8107, 'origin_lang': 'banana', 'pronun_list': '바나나'},
{'num': 8108, 'origin_lang': 'bancor', 'pronun_list': '방코르'},
{'num': 8109, 'origin_lang': 'band', 'pronun_list': '밴드'},
{'num': 8110, 'origin_lang': 'bandage', 'pronun_list': '밴디지'},
{'num': 8111, 'origin_lang': 'bandana', 'pronun_list': '반다나'},
{'num': 8112, 'origin_lang': 'bandeau', 'pronun_list': '밴도'},
{'num': 8113, 'origin_lang': 'banded', 'pronun_list': '밴디드'},
{'num': 8114, 'origin_lang': 'bandelet', 'pronun_list': '밴들릿'},
{'num': 8115, 'origin_lang': 'bandicoot', 'pronun_list': '반디쿠트'},
{'num': 8116, 'origin_lang': 'banding', 'pronun_list': '밴딩'},
{'num': 8117, 'origin_lang': 'bandora', 'pronun_list': '반도라'},
{'num': 8118, 'origin_lang': 'bandore', 'pronun_list': '밴도어'},
{'num': 8119, 'origin_lang': 'bandwidth', 'pronun_list': '밴드위드'},
{'num': 8120, 'origin_lang': 'bandwidth', 'pronun_list': '밴드위스'},
{'num': 8121, 'origin_lang': 'bandy', 'pronun_list': '밴디'},
{'num': 8122, 'origin_lang': 'bang', 'pronun_list': '뱅'},
{'num': 8123, 'origin_lang': 'bangle', 'pronun_list': '뱅글'},
{'num': 8124, 'origin_lang': 'bangs', 'pronun_list': '뱅스'},
{'num': 8125, 'origin_lang': 'banjo', 'pronun_list': '밴조'},
{'num': 8126, 'origin_lang': 'banjo', 'pronun_list': '벤조'},
{'num': 8127, 'origin_lang': 'bank', 'pronun_list': '뱅크'},
{'num': 8128, 'origin_lang': 'banker', 'pronun_list': '뱅커'},
{'num': 8129, 'origin_lang': 'bankers', 'pronun_list': '뱅커스'},
{'num': 8130, 'origin_lang': 'bankers', 'pronun_list': '뱅커즈'},
{'num': 8131, 'origin_lang': 'banking', 'pronun_list': '뱅킹'},
{'num': 8132, 'origin_lang': 'bankpay', 'pronun_list': '뱅크페이'},
{'num': 8133, 'origin_lang': 'bankruptcy', 'pronun_list': '뱅크럽시'},
{'num': 8134, 'origin_lang': 'bankyba', 'pronun_list': '반키바'},
{'num': 8135, 'origin_lang': 'banner', 'pronun_list': '배너'},
{'num': 8136, 'origin_lang': 'banquet', 'pronun_list': '뱅큇'},
{'num': 8137, 'origin_lang': 'bansuri', 'pronun_list': '반수리'},
{'num': 8138, 'origin_lang': 'bantam', 'pronun_list': '밴텀'},
{'num': 8139, 'origin_lang': 'banteng', 'pronun_list': '반텡'},
{'num': 8140, 'origin_lang': 'bap', 'pronun_list': '뱁'},
{'num': 8141, 'origin_lang': 'bar', 'pronun_list': '바'},
{'num': 8142, 'origin_lang': 'bar', 'pronun_list': '바아'},
{'num': 8143, 'origin_lang': 'barathea', 'pronun_list': '배러시아'},
{'num': 8144, 'origin_lang': 'barbaloin', 'pronun_list': '바르발로인'},
{'num': 8145, 'origin_lang': 'barbarism', 'pronun_list': '바버리즘'},
{'num': 8146, 'origin_lang': 'barbecue', 'pronun_list': '바베큐'},
{'num': 8147, 'origin_lang': 'barbecue', 'pronun_list': '바비큐'},
{'num': 8148, 'origin_lang': 'barbell', 'pronun_list': '바벨'},
{'num': 8149, 'origin_lang': 'barberry', 'pronun_list': '바베리'},
{'num': 8150, 'origin_lang': 'barbers', 'pronun_list': '바버스'},
{'num': 8151, 'origin_lang': 'barbershop', 'pronun_list': '바버숍'},
{'num': 8152, 'origin_lang': 'barbexaclone', 'pronun_list': '바르벡사클론'},
{'num': 8153, 'origin_lang': 'barbital', 'pronun_list': '바르비탈'},
{'num': 8154, 'origin_lang': 'barbiturate', 'pronun_list': '바르비튜레이트'},
{'num': 8155, 'origin_lang': 'barcode', 'pronun_list': '바코드'},
{'num': 8156, 'origin_lang': 'bare', 'pronun_list': '베어'},
{'num': 8157, 'origin_lang': 'bare', 'pronun_list': '배어'},
{'num': 8158, 'origin_lang': 'bareback', 'pronun_list': '베어백'},
{'num': 8159, 'origin_lang': 'bared', 'pronun_list': '배어드'},
{'num': 8160, 'origin_lang': 'bareface', 'pronun_list': '베어페이스'},
{'num': 8161, 'origin_lang': 'barefoot', 'pronun_list': '베어풋'},
{'num': 8162, 'origin_lang': 'bargain', 'pronun_list': '바겐'},
{'num': 8163, 'origin_lang': 'bargaining', 'pronun_list': '바게닝'},
{'num': 8164, 'origin_lang': 'bargaining', 'pronun_list': '바거닝'},
{'num': 8165, 'origin_lang': 'bargaining', 'pronun_list': '바기닝'},
{'num': 8166, 'origin_lang': 'barge', 'pronun_list': '바지'},
{'num': 8167, 'origin_lang': 'bariatric', 'pronun_list': '베리아트릭'},
{'num': 8168, 'origin_lang': 'baring', 'pronun_list': '베어링'},
{'num': 8169, 'origin_lang': 'barite', 'pronun_list': '바라이트'},
{'num': 8170, 'origin_lang': 'baritone', 'pronun_list': '바리톤'},
{'num': 8171, 'origin_lang': 'barium', 'pronun_list': '바륨'},
{'num': 8172, 'origin_lang': 'barium', 'pronun_list': '바리움'},
{'num': 8173, 'origin_lang': 'bark', 'pronun_list': '바크'},
{'num': 8174, 'origin_lang': 'bark', 'pronun_list': '백'},
{'num': 8175, 'origin_lang': 'barn', 'pronun_list': '바안'},
{'num': 8176, 'origin_lang': 'barn', 'pronun_list': '반'},
