english,korean
 'comparatively', '컴페러티브리'
 'comparator', '컴퍼어터'
 'compare', '컴페르'
 'compared', '컴페르드'
 'compares', '컴페르즈'
 'comparing', '컴페링'
 'comparison', '컴페러선'
 'comparisons', '컴페러선즈'
 'compartment', '컴파르트먼트'
 'compartmental', '컴파르트멘털'
 'compartmentalize', '컴파르트멘터라이즈'
 'compartmentalized', '캄파르트멘터라이즈드'
 'compartments', '컴파르트먼츠'
 'compas', '캄퍼스'
 'compass', '컴퍼스'
 'compassion', '컴패시언'
 'compassionate', '컴패시어너트'
 'compassionately', '컴패시어너트리'
 'compatibility', '컴패터비러티'
 'compatible', '컴패터벌'
 'compatibles', '컴패티벌즈'
 'compatriot', '컴페이트리어트'
 'compatriots', '컴페이트리어츠'
 'compean', '캄펀'
 'compeau', '컴포우'
 'compel', '컴펠'
 'compelled', '컴펠드'
 'compelling', '컴페링'
 'compellingly', '컴페링리'
 'compels', '컴펠즈'
 'compendium', '컴펜디엄'
 'compensable', '컴펜서벌'
 'compensate', '캄펀세이트'
 'compensated', '캄펀세이터드'
 'compensates', '캄펀세이츠'
 'compensating', '캄펀세이팅'
 'compensation', '캄펀세이시언'
 'compensations', '캄펀세이시언즈'
 'compensatory', '컴펜서토리'
 'compete', '컴피트'
 'competed', '컴피티드'
 'competence', '캄퍼틴스'
 'competencies', '캄퍼틴시즈'
 'competency', '캄퍼틴시'
 'competent', '캄퍼틴트'
 'competently', '캄퍼틴트리'
 'competes', '컴피츠'
 'competing', '컴피팅'
 'competition', '캄퍼티시언'
" ""competition's""", '캄퍼티시언즈'
 'competitions', '캄퍼티시언즈'
 'competitive', '컴페터티브'
 'competitive', '컴페티티브'
 'competitively', '컴페티티브리'
 'competitiveness', '컴페티티브니스'
 'competitor', '컴페터터'
 'competitor', '컴페티터'
" ""competitor's""", '컴페터터즈'
 'competitors', '컴페터터즈'
 'competitors', '컴페티터즈'
" ""competitors'""", '컴페티터즈'
 'compher', '캄퍼'
 'compilation', '캄퍼레이시언'
 'compilations', '캄퍼레이시언즈'
 'compile', '컴파일'
 'compiled', '컴파일드'
 'compiler', '컴파이러'
 'compilers', '컴파이러즈'
 'compiles', '컴파일즈'
 'compiling', '컴파이링'
 'complacency', '컴프레이선시'
 'complacent', '컴프레이선트'
 'complacently', '컴프레이선트리'
 'complain', '컴프레인'
 'complainant', '컴프레이넌트'
" ""complainant's""", '컴프레이넌츠'
 'complainants', '컴프레이넌츠'
 'complained', '컴프레인드'
 'complainer', '컴프레이너'
 'complainers', '캄프레이너즈'
 'complaining', '컴프레이닝'
 'complains', '컴프레인즈'
 'complaint', '컴프레인트'
 'complaints', '컴프레인츠'
 'complaisant', '컴프레이선트'
 'complection', '컴프레크시언'
 'complections', '컴프레크시언즈'
 'complement', '캄프러먼트'
 'complementary', '캄프러멘트리'
 'complementary', '캄프러멘치'
 'complemented', '캄프러멘티드'
 'complementing', '캄프러멘팅'
 'complements', '캄프러먼츠'
 'complete', '컴프리트'
 'completed', '컴프리터드'
 'completed', '컴프리티드'
 'completely', '컴프리트리'
 'completeness', '컴프리트너스'
 'completes', '컴프리츠'
 'completing', '컴프리팅'
 'completion', '컴프리시언'
 'completions', '컴프리시언즈'
 'complex', '캄프레크스'
 'complex', '컴프레크스'
 'complexes', '캄프레크서즈'
 'complexion', '컴프레크시언'
 'complexions', '컴프레크시언즈'
 'complexities', '컴프레크시티즈'
 'complexity', '컴프레크서티'
 'complexity', '컴프레크시티'
 'compliance', '컴프라이언스'
 'compliant', '컴프라이언트'
 'complicate', '캄프러케이트'
 'complicated', '캄프러케이터드'
 'complicates', '캄프리케이츠'
 'complicating', '캄프러케이팅'
 'complication', '캄프러케이시언'
 'complications', '캄프러케이시언즈'
 'complicit', '컴프리서트'
 'complicities', '컴프리시티즈'
 'complicity', '컴프리서티'
 'complicity', '컴프리시티'
 'complied', '컴프라이드'
 'complies', '컴프라이즈'
 'compliment', '캄프러멘트'
 'complimentary', '캄프러멘터이'
 'complimented', '캄프러멘티드'
 'complimenting', '캄프러멘팅'
 'compliments', '캄프러멘츠'
 'comply', '컴프라이'
 'complying', '컴프라이잉'
 'compo', '캄포우'
 'component', '컴포우넌트'
 'components', '컴포우넌츠'
 'comport', '컴포르트'
 'comported', '컴포르터드'
 'comportment', '컴포르트먼트'
 'compose', '컴포우즈'
 'composed', '컴포우즈드'
 'composer', '컴포우저'
" ""composer's""", '컴포우저즈'
 'composers', '컴포우저즈'
 'composes', '컴포우지즈'
 'composing', '컴포우징'
 'composite', '캄파저트'
 'composite', '컴파저트'
" ""composite's""", '캄파저츠'
" ""composite's""", '컴파저츠'
 'composites', '캄파저츠'
 'composites', '컴파저츠'
 'composition', '캄퍼지시언'
 'compositional', '캄퍼지시어널'
 'compositions', '캄퍼지시언즈'
 'compost', '캄포우스트'
 'compostela', '콤포스테러'
 'composting', '캄포우스팅'
 'composts', '캄포우스츠'
 'composure', '컴포우저'
 'compote', '캄포우트'
 'compound', '캄파운드'
 'compound', '컴파운드'
 'compounded', '컴파운더드'
 'compounded', '컴파운디드'
 'compounding', '컴파운딩'
 'compounds', '캄파운즈'
 'compounds', '컴파운즈'
 'comprehend', '캄프리헨드'
 'comprehended', '캄프리헨디드'
 'comprehending', '캄프리헨딩'
 'comprehends', '캄프리헨즈'
 'comprehensibility', '캄프리헨서비러티'
 'comprehensible', '캄프리헨서벌'
 'comprehension', '캄프리헨시언'
 'comprehensive', '캄프리헨시브'
 'comprehensively', '캄프리헨시브리'
 'compress', '캄프레스'
 'compress', '컴프레스'
 'compressed', '컴프레스트'
 'compresses', '캄프레서즈'
 'compresses', '컴프레서즈'
 'compresses', '컴프레시즈'
 'compressing', '컴프레싱'
 'compression', '컴프레시언'
 'compressor', '컴프레서'
 'compressors', '컴프레서즈'
 'comprint', '캄프린트'
 'comprise', '컴프라이즈'
 'comprised', '컴프라이즈드'
 'comprises', '컴프라이저즈'
 'comprises', '컴프라이지즈'
 'comprising', '컴프라이징'
 'compromise', '캄프러마이즈'
 'compromised', '캄프러마이즈드'
 'compromiser', '캄프러마이저'
 'compromises', '캄프러마이지즈'
 'compromising', '캄프러마이징'
 'compston', '캄프스턴'
 'comptek', '캄프테크'
 'compton', '캄프턴'
" ""compton's""", '캄프턴즈'
 'comptroller', '캄트로우러'
 'comptroller', '컴트로우러'
" ""comptroller's""", '캄트로우러즈'
" ""comptroller's""", '컴트로우러즈'
 'comptronix', '캄프트라니크스'
 'compu', '캄피우'
 'compuadd', '캄피우애드'
 'compuchem', '캄피우켐'
 'compudyne', '캄피우다인'
 'compufund', '캄피우펀드'
 'compugraphic', '캄피우그래피크'
 'compulsion', '컴펄시언'
 'compulsions', '컴풀시언즈'
 'compulsive', '컴펄시브'
 'compulsively', '컴펄시브리'
 'compulsory', '컴펄서이'
 'compumat', '캄피우매트'
 'compunction', '컴펑크시언'
 'compus', '캄피우즈'
 'compusa', '캄피우에세이'
" ""compusa's""", '캄피우에세이즈'
 'compuserve', '캄피우서브'
" ""compuserve's""", '캄피우서브즈'
 'computalog', '캄피우태로그'
 'computation', '캄피어테이시언'
 'computational', '캄피우테이시어널'
 'computations', '캄피우테이시언즈'
 'compute', '컴피우트'
 'computed', '컴피우터드'
 'computed', '컴피우티드'
 'computer', '컴피우터'
" ""computer's""", '컴피우터즈'
 'computer-generated', '컴피우터제너에이터드'
 'computercraft', '컴피우터크래프트'
 'computerization', '컴피우터이제이시언'
 'computerize', '컴피우터아이즈'
 'computerized', '컴피우터아이즈드'
 'computerizing', '컴피우터아이징'
 'computerland', '컴피우터랜드'
" ""computerland's""", '컴피우터랜즈'
 'computerlike', '컴피우터라이크'
 'computers', '컴피우터즈'
" ""computers'""", '컴피우터즈'
 'computervision', '컴피우터비전'
 'computerworld', '컴피우터오얼드'
 'computes', '컴피우츠'
 'computing', '컴피우팅'
 'computrac', '캄피우트래크'
 'compuware', '캄피우오에르'
 'comrade', '캄래드'
 'comrades', '캄래즈'
 'comrie', '카머이'
 'coms', '캄즈'
 'comsat', '캄새트'
" ""comsat's""", '캄새츠'
 'comstock', '캄스타크'
 'comtois', '컴토아'
 'comtrex', '캄트레크스'
 'comunale', '코우무나리'
 'con', '칸'
 'cona', '코우너'
 'conable', '코우너벌'
" ""conable's""", '코우너벌즈'
 'conagra', '카내그러'
" ""conagra's""", '카내그러즈'
 'conahan', '카너핸'
 'conair', '카네르'
 'conal', '코우널'
 'conan', '코우넌'
 'conant', '코우넌트'
 'conant-pablos', '코우넌트파브로우스'
 'conard', '카너드'
 'conasupo', '카너수포우'
 'conatser', '카너처'
 'conaty', '카너티'
 'conaway', '카너웨이'
 'conboy', '칸보이'
 'conca', '캉커'
 'concannon', '컨캐넌'
 'concatenate', '컨캐터네이트'
 'concatenated', '컨캐터네이터드'
 'concatenates', '컨캐터네이츠'
 'concatenating', '컨캐터네이팅'
 'concatenation', '컨캐터네이시언'
 'concave', '칸케이브'
 'concave', '칸케이브'
 'concavity', '칸카버티'
 'conceal', '컨실'
 'concealed', '컨실드'
 'concealing', '컨시링'
 'concealment', '컨실먼트'
 'conceals', '컨실즈'
 'concede', '컨시드'
 'conceded', '컨시디드'
 'concedes', '컨시즈'
 'conceding', '컨시딩'
 'conceit', '컨시트'
 'conceited', '컨시터드'
 'conceivable', '컨시버벌'
 'conceivably', '컨시버브리'
 'conceive', '컨시브'
 'conceived', '컨시브드'
 'conceiving', '컨시빙'
 'concentrate', '칸선트레이트'
 'concentrated', '칸선트레이티드'
 'concentrates', '칸선트레이츠'
 'concentrating', '칸선트레이팅'
 'concentration', '칸선트레이시언'
 'concentrations', '칸선트레이시언즈'
 'concentric', '컨센트리크'
 'concepcion', '컨세프시오운'
 'concept', '칸세프트'
 'conception', '컨세프시언'
 'conceptions', '컨세프시언즈'
 'concepts', '칸세프스'
 'concepts', '칸세프츠'
 'conceptual', '컨세프추얼'
 'conceptualization', '컨세프춰리제이시언'
 'conceptualize', '컨세프춰라이즈'
 'conceptualizes', '컨세프춰라이지즈'
 'conceptually', '컨세프추어리'
 'concern', '컨선'
" ""concern's""", '컨선즈'
 'concerned', '컨선드'
 'concerning', '컨서닝'
 'concerns', '컨선즈'
" ""concerns'""", '컨선즈'
 'concert', '칸서트'
 'concert', '컨서트'
 'concerted', '컨서터드'
 'concerted', '컨서티드'
 'concerti', '컨체르티'
 'concertina', '칸서티너'
 'concertmaster', '칸서트매스터'
 'concerto', '컨체르토우'
 'concertos', '컨체르토우즈'
 'concerts', '칸서츠'
 'concerts', '컨서츠'
 'concession', '컨세시언'
 'concessionaire', '컨세시어네르'
 'concessional', '컨세시어널'
 'concessionary', '컨세시어네리'
 'concessions', '컨세시언즈'
 'conch', '칸치'
 'conch', '캉크'
 'concha', '칸처'
 'conchemco', '칸쳄코우'
 'conchita', '컨치터'
 'conchoid', '칸초이드'
 'concierge', '칸시에르지'
 'conciliation', '컨시리에이시언'
 'conciliator', '컨시리에이터'
" ""conciliator's""", '컨시리에이터즈'
 'conciliatory', '컨시리어토리'
 'conciliatory', '컨시리어토리'
 'concise', '컨사이스'
 'concisely', '컨사이스리'
 'conclave', '칸크레이브'
 'conclude', '컨크루드'
 'concluded', '컨크루더드'
 'concluded', '컨크루디드'
 'concludes', '컨크루즈'
 'concluding', '컨크루딩'
 'conclusion', '컨크루전'
 'conclusions', '컨크루전즈'
 'conclusive', '컨크루시브'
 'conclusively', '컨크루시브리'
 'concoct', '컨카크트'
 'concocted', '컨카크터드'
 'concocting', '컨카크팅'
 'concoction', '컨카크시언'
 'concoctions', '컨카크시언즈'
 'concomitant', '칸카머턴트'
 'concomitant', '칸커미턴트'
 'concomitantly', '칸카머턴트리'
 'concomitantly', '칸커미턴트리'
 'concord', '칸코르드'
 'concord', '칸커드'
" ""concord's""", '칸코르즈'
" ""concord's""", '칸커즈'
 'concorde', '칸코르드'
 'concourse', '칸코르스'
 'concourses', '칸코르시즈'
 'concrete', '칸크리트'
 'concrete', '컨크리트'
 'concretely', '칸크리트리'
 'concubinage', '칸키우버너지'
 'concubine', '칸키어바인'
 'concubines', '칸키어바인즈'
 'concur', '컨커'
 'concurred', '컨커드'
 'concurrence', '컨커언스'
 'concurrent', '컨커언트'
 'concurrently', '컨커언트리'
 'concurring', '컨커잉'
 'concurs', '컨커즈'
 'concussion', '컨커시언'
 'concussions', '컨커시언즈'
 'conde', '칸드'
 'condello', '컨데로우'
 'condemn', '컨뎀'
 'condemnation', '칸덤네이시언'
 'condemnations', '칸덤네이시언즈'
 'condemned', '컨뎀드'
 'condemning', '컨데밍'
 'condemns', '컨뎀즈'
 'condensate', '칸던세이트'
 'condensates', '칸던세이츠'
 'condensation', '칸던세이시언'
 'condense', '컨덴스'
 'condensed', '컨덴스트'
 'condenser', '컨덴서'
 'condensing', '컨덴싱'
 'conder', '칸더'
 'condescend', '칸디센드'
 'condescended', '칸디센디드'
 'condescending', '칸디센딩'
 'condescension', '칸더센시언'
 'condie', '칸디'
 'condiment', '칸더먼트'
 'condiments', '칸더먼츠'
 'condit', '칸디트'
 'condition', '컨디시언'
 'conditional', '컨디시어널'
 'conditionality', '컨디시어내리티'
 'conditionally', '컨디시어너리'
 'conditionally', '컨디슈너리'
 'conditioned', '컨디시언드'
 'conditioner', '컨디시어너'
 'conditioners', '컨디시어너즈'
 'conditioning', '컨디시어닝'
 'conditions', '컨디시언즈'
 'conditt', '칸디트'
 'condo', '칸도우'
 'condolence', '컨도우런스'
 'condolences', '컨도우런서즈'
 'condom', '칸덤'
 'condominium', '칸더미니엄'
 'condominiums', '칸더미니엄즈'
 'condoms', '칸덤즈'
 'condon', '칸던'
 'condone', '컨도운'
 'condoned', '컨도운드'
 'condones', '컨도운즈'
 'condoning', '컨도우닝'
 'condor', '칸더'
 'condors', '칸더즈'
 'condos', '칸도우즈'
 'condra', '칸드러'
 'condracky', '칸드래키'
" ""condracky's""", '칸드래키즈'
 'condray', '칸드레이'
 'condren', '칸더언'
 'condrey', '칸드리'
 'condron', '칸드런'
 'condry', '칸더이'
 'conducive', '컨두시브'
 'conduct', '칸더크트'
 'conduct', '칸더크트'
 'conducted', '컨더크터드'
 'conducting', '컨더크팅'
 'conduction', '컨더크시언'
 'conductive', '컨더크티브'
 'conductivity', '칸더크티버티'
 'conductor', '컨더크터'
 'conductors', '컨더크터즈'
 'conducts', '컨더크츠'
 'conduit', '칸두이트'
 'conduit', '칸도이트'
 'conduit', '칸주이트'
 'conduits', '칸두어츠'
 'conduits', '칸둬츠'
 'cone', '코운'
" ""cone's""", '코운즈'
 'coneflower', '코운프라우어'
 'conehead', '코운헤드'
 'coneheads', '코운헤즈'
 'conely', '코운리'
 'conerly', '코우너리'
 'conery', '코우너이'
 'cones', '코운즈'
 'conestoga', '카너스토우거'
 'coney', '코우니'
 'confabulation', '컨패비어레이시언'
 'confair', '칸페르'
 'confect', '컨페크트'
 'confection', '컨페크시언'
 'confectionaries', '컨페크시어네리즈'
 'confectionary', '컨페크시어네리'
 'confectioner', '컨페크시어너'
 'confectioners', '컨페크시어너즈'
 'confectionery', '컨페크시어네리'
 'confections', '컨페크시언즈'
 'confederacy', '컨페더어시'
 'confederacy', '컨페드러시'
" ""confederacy's""", '컨페더어시즈'
" ""confederacy's""", '컨페드러시즈'
 'confederate', '컨페더에이트'
 'confederate', '컨페더어트'
 'confederates', '컨페더어츠'
 'confederation', '컨페더에이시언'
 'confer', '컨퍼'
 'conferee', '칸퍼이'
 'conferees', '칸퍼이즈'
 'conference', '칸퍼언스'
 'conference', '칸프런스'
" ""conference's""", '칸퍼언시즈'
" ""conference's""", '칸프런시즈'
 'conferences', '칸퍼언서즈'
 'conferences', '칸프런서즈'
 'conferencing', '칸프런싱'
 'conferred', '컨퍼드'
 'conferring', '컨퍼잉'
 'confers', '컨퍼즈'
 'confess', '컨페스'
 'confessed', '컨페스트'
 'confesses', '컨페시즈'
 'confessing', '컨페싱'
 'confession', '컨페시언'
 'confessional', '컨페시어널'
 'confessionals', '컨페시어널즈'
 'confessions', '컨페시언즈'
 'confetti', '컨페티'
 'confidant', '칸퍼단트'
 'confidante', '칸퍼댄트'
 'confidants', '칸퍼댄츠'
 'confide', '컨파이드'
 'confided', '컨파이디드'
 'confidence', '칸퍼던스'
" ""confidence's""", '칸퍼던서즈'
 'confidences', '칸퍼던시즈'
 'confident', '칸퍼던트'
 'confidential', '칸퍼덴시얼'
 'confidentiality', '칸퍼덴시이애러티'
 'confidentiality', '칸퍼덴치애러티'
 'confidentially', '칸퍼덴시어리'
 'confidently', '칸퍼던트리'
 'confides', '컨파이즈'
 'confiding', '컨파이딩'
 'configuration', '컨피기어에이시언'
 'configurations', '컨피기어에이시언즈'
 'configure', '컨피기어'
 'configured', '컨피기어드'
 'configuring', '컨피기어잉'
 'confindustria', '칸핀더스트리어'
 'confine', '컨파인'
 'confined', '컨파인드'
 'confinement', '컨파인먼트'
 'confines', '칸파인즈'
 'confines', '컨파인즈'
 'confining', '컨파이닝'
 'confirm', '컨펌'
 'confirmable', '컨퍼머벌'
 'confirmation', '칸퍼메이시언'
 'confirmations', '칸퍼메이시언즈'
 'confirmatory', '컨퍼머토리'
 'confirmed', '컨펌드'
 'confirming', '컨퍼밍'
 'confirms', '컨펌즈'
 'confiscate', '칸퍼스케이트'
 'confiscated', '칸퍼스케이터드'
 'confiscating', '칸퍼스케이팅'
 'confiscation', '칸퍼스케이시언'
 'confiscatory', '컨피스커토리'
 'confiterias', '칸피티리어즈'
 'conflagration', '칸프러그레이시언'
 'conflate', '컨프레이트'
 'conflates', '컨프레이츠'
 'conflation', '컨프레이시언'
 'conflict', '칸프리크트'
 'conflict', '컨프리크트'
 'conflicted', '컨프리크티드'
 'conflicting', '컨프리크팅'
 'conflicts', '칸프리크스'
 'conflicts', '칸프리크츠'
 'conflicts', '컨프리크스'
 'conflicts', '컨프리크츠'
 'confluence', '칸프루언스'
 'confluent', '칸프루언트'
 'conform', '컨포름'
 'conformance', '컨포르먼스'
 'conformational', '칸퍼메이시어널'
 'conformed', '컨포름드'
 'conforming', '컨포르밍'
 'conformist', '컨포르미스트'
 'conformists', '컨포르머스츠'
 'conformity', '컨포르머티'
 'conforms', '컨포름즈'
 'conforti', '칸포르티'
 'confound', '칸파운드'
 'confound', '칸파운드'
 'confound', '컨파운드'
 'confounded', '컨파운디드'
 'confounding', '컨파운딩'
 'confounds', '컨파운즈'
 'confrere', '칸프레르'
 'confreres', '칸프레르즈'
 'confront', '컨프런트'
 'confrontation', '칸프런테이시언'
 'confrontational', '칸프런테이시어널'
 'confrontations', '칸프런테이시언즈'
 'confronted', '컨프런터드'
 'confronted', '컨프런티드'
 'confronting', '컨프런팅'
 'confronts', '컨프런츠'
 'confucian', '컨피우시언'
 'confucianism', '컨피우시어니점'
 'confucius', '컨피우시어스'
 'confuse', '컨피우즈'
 'confused', '컨피우즈드'
 'confuses', '컨피우지즈'
 'confusing', '컨피우징'
 'confusingly', '컨피우징리'
 'confusion', '컨피우전'
 'confusions', '컨피우전즈'
 'cong', '콩'
 'conga', '콩거'
 'congdon', '캉던'
 'congeal', '컨질'
 'congealed', '컨질드'
 'congenial', '컨지니얼'
 'congeniality', '컨지니애러티'
 'congenital', '컨제너털'
 'conger', '코어'
 'congeries', '콩저리즈'
 'congest', '컨제스트'
 'congested', '컨제스터드'
 'congested', '컨제스티드'
 'congestion', '컨제스천'
 'congestive', '컨제스티브'
 'congleton', '캉걸탄'
 'conglomerate', '컨그라머어트'
" ""conglomerate's""", '컨그라머어츠'
 'conglomerates', '컨그라머어츠'
 'conglomeration', '컨그라머에이시언'
 'congo', '캉고우'
" ""congo's""", '캉고우즈'
 'congolese', '칸거리즈'
 'congrats', '컨그래츠'
 'congratulate', '컨그래처레이트'
 'congratulated', '컨그래처레이티드'
 'congratulating', '컨그래처레이팅'
 'congratulation', '컨그래처레이시언'
 'congratulations', '컨그래처레이시언즈'
 'congratulatory', '컨그래처러토리'
 'congregant', '캉그러건트'
 'congregants', '캉그러건츠'
 'congregate', '캉그러게이트'
 'congregated', '캉그리게이티드'
 'congregation', '캉그러게이시언'
" ""congregation's""", '캉그러게이시언즈'
 'congregational', '캉그러게이시어널'
 'congregations', '캉그러게이시언즈'
 'congress', '캉그러스'
" ""congress'""", '칸그러시즈'
" ""congress'""", '캉그러스'
" ""congress's""", '캉그러시즈'
 'congresses', '캉그러시즈'
 'congressional', '컨그레시어널'
 'congressionally', '컨그레시어너리'
 'congressionally', '컨그레슈너리'
 'congressman', '캉그러스먼'
" ""congressman's""", '캉그러스먼즈'
 'congressmen', '캉그러스민'
 'congresspeople', '캉그러스피펄'
 'congressperson', '캉그러스퍼선'
 'congresspersons', '캉그러스퍼선즈'
 'congresswoman', '캉그러소우먼'
" ""congresswoman's""", '캉그러소우먼즈'
 'congresswomen', '캉그러소이민'
 'congrove', '캉그러브'
 'congruence', '콘그루언스'
 'congruent', '콘그루엔트'
 'congruity', '컨그루어티'
 'conic', '카니크'
 'conic', '코우니크'
 'conical', '카니컬'
 'conical', '코우니컬'
 'conics', '카니크스'
 'conics', '코우니크스'
 'conifer', '카너퍼'
" ""conifer's""", '카너퍼즈'
 'coniferous', '커니퍼어스'
 'conifers', '카너퍼즈'
 'conigliaro', '커니그리아로우'
 'coniglio', '커니그리오우'
 'coniston', '카너스턴'
 'conjecture', '컨제크시어'
 'conjecture', '컨제크처'
 'conjectures', '컨제크시어즈'
 'conjectures', '컨제크처즈'
 'conjoin', '칸조인'
 'conjoined', '칸조인드'
 'conjugal', '칸저걸'
 'conjugate', '칸저게이트'
 'conjugate', '칸저게이트'
 'conjugated', '칸저게이티드'
 'conjugated', '칸저게이티드'
 'conjugates', '칸저게이츠'
 'conjugates', '칸저게이츠'
 'conjugation', '칸저게이시언'
 'conjugations', '칸저게이시언즈'
 'conjul', '칸절'
 'conjunction', '컨정크시언'
 'conjunctions', '컨정크시언즈'
 'conjunctiva', '칸정크타이버'
 'conjure', '칸저'
 'conjured', '칸저드'
 'conjurer', '칸저러르'
 'conjures', '칸저즈'
 'conjuring', '칸저잉'
 'conjuror', '칸저어'
 'conk', '캉크'
 'conkel', '캉컬'
 'conkey', '칸키'
 'conkin', '캉킨'
 'conkle', '캉컬'
 'conklin', '캉크린'
 'conkling', '캉크링'
 'conkright', '캉크라이트'
 'conlan', '칸런'
 'conlee', '칸리'
 'conley', '칸리'
 'conlin', '칸린'
 'conlon', '칸런'
 'conlow', '칸로우'
 'conly', '칸리'
 'conn', '칸'
 'conn.', '칸'
 'conn.', '커네터커트'
 'connally', '카너리'
" ""connally's""", '카너리즈'
 'connan', '카넌'
 'connaught', '카노트'
" ""connaught's""", '카노츠'
 'connaughton', '카노탄'
 'connaway', '카너웨이'
 'connect', '커네크트'
 'connected', '커네크티드'
 'connecter', '커네크터'
 'connecticut', '커네터커트'
" ""connecticut's""", '커네터커츠'
 'connecting', '커네크팅'
 'connection', '커네크시언'
 'connections', '커네크시언즈'
 'connective', '커네크티브'
 'connectivity', '커네크티비티'
 'connector', '커네크터'
 'connectors', '커네크터즈'
 'connects', '커네크츠'
 'conned', '칸드'
 'conneely', '커니리'
 'connell', '카널'
 'connelley', '카니리'
 'connelly', '카너리'
" ""connelly's""", '카너리즈'
 'connely', '칸리'
 'conner', '카너'
" ""conner's""", '카너즈'
 'connerly', '카너리'
 'conners', '카너즈'
 'connery', '카너이'
" ""connery's""", '카너이즈'
 'connett', '카니트'
 'connexion', '커네크시언'
 'connexions', '커네크시언즈'
 'connick', '카니크'
 'connie', '코니'
" ""connie's""", '코니즈'
 'conniff', '카니프'
 'conning', '카닝'
 'conniption', '커니프시언'
 'connivance', '커나이번스'
 'connive', '커나이브'
 'conniving', '커나이빙'
 'connoisseur', '카너서'
 'connoisseurs', '카너서즈'
 'connole', '카널'
 'connolly', '코너리'
 'connon', '카넌'
 'connor', '카너'
 'connors', '카너즈'
 'connotation', '카너테이시언'
 'connotational', '카너테이시어널'
 'connotations', '카너테이시언즈'
 'connote', '커노우트'
 'connotes', '커노우츠'
 'conny', '카니'
 'conoco', '카너코우'
 'conoco', '커나코우'
" ""conoco's""", '카너코우즈'
 'conolly', '카노우리'
 'conoly', '카노우리'
 'conover', '카너버'
 'conquer', '캉커'
 'conquered', '캉커드'
 'conquering', '캉커잉'
 'conqueror', '캉커어'
" ""conqueror's""", '캉커어즈'
 'conquerors', '캉커어즈'
 'conquers', '캉커즈'
 'conquest', '캉쿠에스트'
" ""conquest's""", '캉쿠에스츠'
 'conquests', '칸쿠에스츠'
 'conrac', '칸래크'
 'conrad', '칸래드'
" ""conrad's""", '칸래즈'
 'conrades', '컨레이즈'
 'conradi', '칸라디'
 'conradine', '칸러다인'
 'conrads', '칸래즈'
 'conradt', '칸래트'
 'conrady', '컨라디'
 'conrail', '칸레일'
" ""conrail's""", '칸레일즈'
 'conran', '칸런'
 'conrath', '칸러스'
 'conrey', '칸리'
 'conroe', '칸로우'
 'conrow', '칸로우'
 'conroy', '콘로이'
 'conry', '칸리'
 'cons', '칸즈'
 'consalvo', '칸살보우'
 'conscience', '칸시언스'
 'consciences', '칸친시즈'
 'conscientious', '칸시이엔시어스'
 'conscientiously', '칸치엔처스리'
 'conscious', '칸시어스'
 'consciously', '칸시어스리'
 'consciousness', '칸시어스너스'
 'conscript', '칸스크리프트'
 'conscript', '컨스크리프트'
 'conscripted', '컨스크리프티드'
 'conscription', '컨스크리프시언'
 'conscripts', '칸스크리프츠'
 'conseco', '칸세이코우'
 'conseco', '컨세이코우'
" ""conseco's""", '칸세이코우즈'
" ""conseco's""", '컨세이코우즈'
 'consecrate', '칸서크레이트'
 'consecrated', '칸서크레이티드'
 'consecration', '칸서크레이시언'
 'consecrations', '칸서크레이시언즈'
 'consecutive', '컨세키어티브'
 'consecutively', '컨세키어티브리'
 'consensual', '컨센수얼'
 'consensual', '컨센시우얼'
 'consensus', '컨센서스'
 'consent', '컨센트'
 'consented', '컨세니드'
 'consented', '컨센티드'
 'consenting', '컨세닝'
 'consenting', '컨센팅'
 'consentino', '칸센티노우'
 'consents', '컨센츠'
 'consequence', '칸서쿠언스'
 'consequences', '칸서쿠엔서즈'
 'consequent', '칸서쿠언트'
 'consequential', '칸서쿠엔시얼'
 'consequently', '칸서쿠엔트리'
 'consequently', '칸서쿠언트리'
 'conser', '칸서'
 'conservancy', '컨서번시'
" ""conservancy's""", '컨서번시즈'
 'conservation', '칸서베이시언'
 'conservationist', '칸서베이시어니스트'
 'conservationists', '칸서베이시어니스츠'
 'conservatism', '컨서버티점'
 'conservative', '컨서버티브'
 'conservatively', '컨서버티브리'
 'conservatives', '컨서버티브즈'
" ""conservatives'""", '컨서버티브즈'
 'conservativism', '컨서버티비점'
 'conservator', '컨서버터'
 'conservatories', '컨서버토리즈'
 'conservators', '컨서버터즈'
 'conservatorship', '컨서버터시이프'
 'conservatory', '컨서버토리'
 'conserve', '컨서브'
 'conserved', '컨서브드'
 'conserving', '컨서빙'
 'conshohocken', '칸시어하컨'
 'consider', '컨시더'
 'considerable', '컨시더어벌'
 'considerably', '컨시더어브리'
 'considerate', '컨시더어트'
 'consideration', '컨시더에이시언'
 'considerations', '컨시더에이시언즈'
 'considered', '컨시더드'
 'considering', '컨시더잉'
 'considers', '컨시더즈'
 'considine', '칸시다인'
 'consiglio', '칸시그리오우'
 'consign', '컨사인'
 'consigned', '컨사인드'
 'consignment', '컨사인먼트'
 'consis', '칸시스'
 'consist', '컨시스트'
 'consisted', '컨시스터드'
 'consisted', '컨시스티드'
 'consistence', '컨시스턴스'
 'consistency', '컨시스턴시'
 'consistent', '컨시스턴트'
 'consistently', '컨시스턴트리'
 'consisting', '컨시스팅'
 'consists', '컨시스츠'
 'consob', '칸사브'
 'consol', '칸살'
